Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (2010-)","World","Other uses (non-food)","Sugar cane","2014","1000 t","344862"
"Food Balances (2010-)","World","Tourist consumption","Sugar cane","2014","1000 t","10"
"Food Balances (2010-)","World","Residuals","Sugar cane","2014","1000 t","-2337"
"Food Balances (2010-)","World","Food","Sugar cane","2014","1000 t","34106"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar cane","2014","kg/cap","4.67"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar cane","2014","kcal/cap/d","4.23"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar cane","2014","Kcal","11255129.71"
"Food Balances (2010-)","World","Production","Sugar cane","2015","1000 t","1873810"
"Food Balances (2010-)","World","Import quantity","Sugar cane","2015","1000 t","149"
"Food Balances (2010-)","World","Stock Variation","Sugar cane","2015","1000 t","-717"
"Food Balances (2010-)","World","Export quantity","Sugar cane","2015","1000 t","224"
"Food Balances (2010-)","World","Feed","Sugar cane","2015","1000 t","61919"
"Food Balances (2010-)","World","Seed","Sugar cane","2015","1000 t","29495"
"Food Balances (2010-)","World","Losses","Sugar cane","2015","1000 t","121918"
"Food Balances (2010-)","World","Processing","Sugar cane","2015","1000 t","1255042"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar cane","2015","1000 t","374799"
"Food Balances (2010-)","World","Tourist consumption","Sugar cane","2015","1000 t","9"
"Food Balances (2010-)","World","Residuals","Sugar cane","2015","1000 t","-3111"
"Food Balances (2010-)","World","Food","Sugar cane","2015","1000 t","34381"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar cane","2015","kg/cap","4.66"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar cane","2015","kcal/cap/d","4.21"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar cane","2015","Kcal","11345662.58"
"Food Balances (2010-)","World","Production","Sugar cane","2016","1000 t","1880378"
"Food Balances (2010-)","World","Import quantity","Sugar cane","2016","1000 t","149"
"Food Balances (2010-)","World","Stock Variation","Sugar cane","2016","1000 t","419"
"Food Balances (2010-)","World","Export quantity","Sugar cane","2016","1000 t","213"
"Food Balances (2010-)","World","Feed","Sugar cane","2016","1000 t","57158"
"Food Balances (2010-)","World","Seed","Sugar cane","2016","1000 t","29743"
"Food Balances (2010-)","World","Losses","Sugar cane","2016","1000 t","123779"
"Food Balances (2010-)","World","Processing","Sugar cane","2016","1000 t","1288883"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar cane","2016","1000 t","346813"
"Food Balances (2010-)","World","Tourist consumption","Sugar cane","2016","1000 t","2"
"Food Balances (2010-)","World","Residuals","Sugar cane","2016","1000 t","-1667"
"Food Balances (2010-)","World","Food","Sugar cane","2016","1000 t","35183"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar cane","2016","kg/cap","4.71"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar cane","2016","kcal/cap/d","4.26"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar cane","2016","Kcal","11610298.26"
"Food Balances (2010-)","World","Production","Sugar cane","2017","1000 t","1834299"
"Food Balances (2010-)","World","Import quantity","Sugar cane","2017","1000 t","150"
"Food Balances (2010-)","World","Stock Variation","Sugar cane","2017","1000 t","-664"
"Food Balances (2010-)","World","Export quantity","Sugar cane","2017","1000 t","240"
"Food Balances (2010-)","World","Feed","Sugar cane","2017","1000 t","51245"
"Food Balances (2010-)","World","Seed","Sugar cane","2017","1000 t","28497"
"Food Balances (2010-)","World","Losses","Sugar cane","2017","1000 t","131287"
"Food Balances (2010-)","World","Processing","Sugar cane","2017","1000 t","1260441"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar cane","2017","1000 t","334856"
"Food Balances (2010-)","World","Tourist consumption","Sugar cane","2017","1000 t","2"
"Food Balances (2010-)","World","Residuals","Sugar cane","2017","1000 t","-7761"
"Food Balances (2010-)","World","Food","Sugar cane","2017","1000 t","36304"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar cane","2017","kg/cap","4.8"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar cane","2017","kcal/cap/d","4.34"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar cane","2017","Kcal","11980483.78"
"Food Balances (2010-)","World","Production","Sugar cane","2018","1000 t","1930219"
"Food Balances (2010-)","World","Import quantity","Sugar cane","2018","1000 t","200"
"Food Balances (2010-)","World","Stock Variation","Sugar cane","2018","1000 t","-307"
"Food Balances (2010-)","World","Export quantity","Sugar cane","2018","1000 t","302"
"Food Balances (2010-)","World","Feed","Sugar cane","2018","1000 t","33409"
"Food Balances (2010-)","World","Seed","Sugar cane","2018","1000 t","30548"
"Food Balances (2010-)","World","Losses","Sugar cane","2018","1000 t","123169"
"Food Balances (2010-)","World","Processing","Sugar cane","2018","1000 t","1306407"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar cane","2018","1000 t","406549"
"Food Balances (2010-)","World","Tourist consumption","Sugar cane","2018","1000 t","2"
"Food Balances (2010-)","World","Residuals","Sugar cane","2018","1000 t","-1647"
"Food Balances (2010-)","World","Food","Sugar cane","2018","1000 t","31987"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar cane","2018","kg/cap","4.19"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar cane","2018","kcal/cap/d","3.78"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar cane","2018","Kcal","10555603.37"
"Food Balances (2010-)","World","Production","Sugar cane","2019","1000 t","1954987"
"Food Balances (2010-)","World","Import quantity","Sugar cane","2019","1000 t","192"
"Food Balances (2010-)","World","Stock Variation","Sugar cane","2019","1000 t","-64"
"Food Balances (2010-)","World","Export quantity","Sugar cane","2019","1000 t","260"
"Food Balances (2010-)","World","Feed","Sugar cane","2019","1000 t","52287"
"Food Balances (2010-)","World","Seed","Sugar cane","2019","1000 t","36393"
"Food Balances (2010-)","World","Losses","Sugar cane","2019","1000 t","126427"
"Food Balances (2010-)","World","Processing","Sugar cane","2019","1000 t","1257976"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar cane","2019","1000 t","445397"
"Food Balances (2010-)","World","Tourist consumption","Sugar cane","2019","1000 t","2"
"Food Balances (2010-)","World","Residuals","Sugar cane","2019","1000 t","-14"
"Food Balances (2010-)","World","Food","Sugar cane","2019","1000 t","36517"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar cane","2019","kg/cap","4.72"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar cane","2019","kcal/cap/d","4.27"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar cane","2019","Kcal","12050495.62"
"Food Balances (2010-)","World","Production","Sugar cane","2020","1000 t","1867713"
"Food Balances (2010-)","World","Import quantity","Sugar cane","2020","1000 t","235"
"Food Balances (2010-)","World","Stock Variation","Sugar cane","2020","1000 t","81"
"Food Balances (2010-)","World","Export quantity","Sugar cane","2020","1000 t","163"
"Food Balances (2010-)","World","Feed","Sugar cane","2020","1000 t","63498"
"Food Balances (2010-)","World","Seed","Sugar cane","2020","1000 t","25688"
"Food Balances (2010-)","World","Losses","Sugar cane","2020","1000 t","124728"
"Food Balances (2010-)","World","Processing","Sugar cane","2020","1000 t","1231454"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar cane","2020","1000 t","358536"
"Food Balances (2010-)","World","Tourist consumption","Sugar cane","2020","1000 t","0"
"Food Balances (2010-)","World","Residuals","Sugar cane","2020","1000 t","22652"
"Food Balances (2010-)","World","Food","Sugar cane","2020","1000 t","41149"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar cane","2020","kg/cap","5.27"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar cane","2020","kcal/cap/d","4.76"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar cane","2020","Kcal","13579073.12"
"Food Balances (2010-)","World","Production","Sugar cane","2021","1000 t","1860675"
"Food Balances (2010-)","World","Import quantity","Sugar cane","2021","1000 t","233"
"Food Balances (2010-)","World","Stock Variation","Sugar cane","2021","1000 t","75"
"Food Balances (2010-)","World","Export quantity","Sugar cane","2021","1000 t","171"
"Food Balances (2010-)","World","Feed","Sugar cane","2021","1000 t","70006"
"Food Balances (2010-)","World","Seed","Sugar cane","2021","1000 t","36621"
"Food Balances (2010-)","World","Losses","Sugar cane","2021","1000 t","121628"
"Food Balances (2010-)","World","Processing","Sugar cane","2021","1000 t","1240645"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar cane","2021","1000 t","350552"
"Food Balances (2010-)","World","Tourist consumption","Sugar cane","2021","1000 t","0"
"Food Balances (2010-)","World","Residuals","Sugar cane","2021","1000 t","-639"
"Food Balances (2010-)","World","Food","Sugar cane","2021","1000 t","41850"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar cane","2021","kg/cap","5.31"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar cane","2021","kcal/cap/d","4.8"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar cane","2021","Kcal","13810550.85"
"Food Balances (2010-)","World","Production","Sugar cane","2022","1000 t","1918637"
"Food Balances (2010-)","World","Import quantity","Sugar cane","2022","1000 t","274"
"Food Balances (2010-)","World","Stock Variation","Sugar cane","2022","1000 t","79"
"Food Balances (2010-)","World","Export quantity","Sugar cane","2022","1000 t","404"
"Food Balances (2010-)","World","Feed","Sugar cane","2022","1000 t","60257"
"Food Balances (2010-)","World","Seed","Sugar cane","2022","1000 t","38568"
"Food Balances (2010-)","World","Losses","Sugar cane","2022","1000 t","123394"
"Food Balances (2010-)","World","Processing","Sugar cane","2022","1000 t","1305379"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar cane","2022","1000 t","353586"
"Food Balances (2010-)","World","Tourist consumption","Sugar cane","2022","1000 t","2"
"Food Balances (2010-)","World","Residuals","Sugar cane","2022","1000 t","-251"
"Food Balances (2010-)","World","Food","Sugar cane","2022","1000 t","37494"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar cane","2022","kg/cap","4.72"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar cane","2022","kcal/cap/d","4.27"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar cane","2022","Kcal","12372957.59"
"Food Balances (2010-)","World","Production","Sugar beet","2010","1000 t","228122"
"Food Balances (2010-)","World","Import quantity","Sugar beet","2010","1000 t","1039"
"Food Balances (2010-)","World","Stock Variation","Sugar beet","2010","1000 t","-6198"
"Food Balances (2010-)","World","Export quantity","Sugar beet","2010","1000 t","852"
"Food Balances (2010-)","World","Feed","Sugar beet","2010","1000 t","9388"
"Food Balances (2010-)","World","Losses","Sugar beet","2010","1000 t","4581"
"Food Balances (2010-)","World","Processing","Sugar beet","2010","1000 t","215003"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar beet","2010","1000 t","5572"
"Food Balances (2010-)","World","Tourist consumption","Sugar beet","2010","1000 t","0"
"Food Balances (2010-)","World","Residuals","Sugar beet","2010","1000 t","-70"
"Food Balances (2010-)","World","Food","Sugar beet","2010","1000 t","33"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar beet","2010","kg/cap","0"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar beet","2010","kcal/cap/d","0.01"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar beet","2010","Kcal","18402.08"
"Food Balances (2010-)","World","Production","Sugar beet","2011","1000 t","278390"
"Food Balances (2010-)","World","Import quantity","Sugar beet","2011","1000 t","1081"
"Food Balances (2010-)","World","Stock Variation","Sugar beet","2011","1000 t","-3181"
"Food Balances (2010-)","World","Export quantity","Sugar beet","2011","1000 t","1361"
"Food Balances (2010-)","World","Feed","Sugar beet","2011","1000 t","17578"
"Food Balances (2010-)","World","Losses","Sugar beet","2011","1000 t","5335"
"Food Balances (2010-)","World","Processing","Sugar beet","2011","1000 t","251822"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar beet","2011","1000 t","6597"
"Food Balances (2010-)","World","Tourist consumption","Sugar beet","2011","1000 t","0"
"Food Balances (2010-)","World","Residuals","Sugar beet","2011","1000 t","-83"
"Food Balances (2010-)","World","Food","Sugar beet","2011","1000 t","41"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar beet","2011","kg/cap","0.01"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar beet","2011","kcal/cap/d","0.01"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar beet","2011","Kcal","22919.37"
"Food Balances (2010-)","World","Production","Sugar beet","2012","1000 t","269461"
"Food Balances (2010-)","World","Import quantity","Sugar beet","2012","1000 t","947"
"Food Balances (2010-)","World","Stock Variation","Sugar beet","2012","1000 t","-7110"
"Food Balances (2010-)","World","Export quantity","Sugar beet","2012","1000 t","954"
"Food Balances (2010-)","World","Feed","Sugar beet","2012","1000 t","14646"
"Food Balances (2010-)","World","Losses","Sugar beet","2012","1000 t","4859"
"Food Balances (2010-)","World","Processing","Sugar beet","2012","1000 t","251305"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar beet","2012","1000 t","5731"
"Food Balances (2010-)","World","Tourist consumption","Sugar beet","2012","1000 t","0"
"Food Balances (2010-)","World","Residuals","Sugar beet","2012","1000 t","-29"
"Food Balances (2010-)","World","Food","Sugar beet","2012","1000 t","53"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar beet","2012","kg/cap","0.01"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar beet","2012","kcal/cap/d","0.01"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar beet","2012","Kcal","29533.79"
"Food Balances (2010-)","World","Production","Sugar beet","2013","1000 t","247589"
"Food Balances (2010-)","World","Import quantity","Sugar beet","2013","1000 t","796"
"Food Balances (2010-)","World","Stock Variation","Sugar beet","2013","1000 t","-12324"
"Food Balances (2010-)","World","Export quantity","Sugar beet","2013","1000 t","599"
"Food Balances (2010-)","World","Feed","Sugar beet","2013","1000 t","11615"
"Food Balances (2010-)","World","Losses","Sugar beet","2013","1000 t","4797"
"Food Balances (2010-)","World","Processing","Sugar beet","2013","1000 t","236847"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar beet","2013","1000 t","6906"
"Food Balances (2010-)","World","Tourist consumption","Sugar beet","2013","1000 t","0"
"Food Balances (2010-)","World","Residuals","Sugar beet","2013","1000 t","-107"
"Food Balances (2010-)","World","Food","Sugar beet","2013","1000 t","51"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar beet","2013","kg/cap","0.01"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar beet","2013","kcal/cap/d","0.01"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar beet","2013","Kcal","28635.14"
"Food Balances (2010-)","World","Production","Sugar beet","2014","1000 t","270304"
"Food Balances (2010-)","World","Import quantity","Sugar beet","2014","1000 t","1047"
"Food Balances (2010-)","World","Stock Variation","Sugar beet","2014","1000 t","1244"
"Food Balances (2010-)","World","Export quantity","Sugar beet","2014","1000 t","749"
"Food Balances (2010-)","World","Feed","Sugar beet","2014","1000 t","11807"
"Food Balances (2010-)","World","Seed","Sugar beet","2014","1000 t","0"
"Food Balances (2010-)","World","Losses","Sugar beet","2014","1000 t","9226"
"Food Balances (2010-)","World","Processing","Sugar beet","2014","1000 t","237520"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar beet","2014","1000 t","12153"
"Food Balances (2010-)","World","Tourist consumption","Sugar beet","2014","1000 t","0"
"Food Balances (2010-)","World","Residuals","Sugar beet","2014","1000 t","-1398"
"Food Balances (2010-)","World","Food","Sugar beet","2014","1000 t","51"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar beet","2014","kg/cap","0.01"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar beet","2014","kcal/cap/d","0.01"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar beet","2014","Kcal","28307.91"
"Food Balances (2010-)","World","Production","Sugar beet","2015","1000 t","240812"
"Food Balances (2010-)","World","Import quantity","Sugar beet","2015","1000 t","703"
"Food Balances (2010-)","World","Stock Variation","Sugar beet","2015","1000 t","3267"
"Food Balances (2010-)","World","Export quantity","Sugar beet","2015","1000 t","738"
"Food Balances (2010-)","World","Feed","Sugar beet","2015","1000 t","9335"
"Food Balances (2010-)","World","Seed","Sugar beet","2015","1000 t","0"
"Food Balances (2010-)","World","Losses","Sugar beet","2015","1000 t","8027"
"Food Balances (2010-)","World","Processing","Sugar beet","2015","1000 t","218532"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar beet","2015","1000 t","2061"
"Food Balances (2010-)","World","Tourist consumption","Sugar beet","2015","1000 t","0"
"Food Balances (2010-)","World","Residuals","Sugar beet","2015","1000 t","-499"
"Food Balances (2010-)","World","Food","Sugar beet","2015","1000 t","53"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar beet","2015","kg/cap","0.01"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar beet","2015","kcal/cap/d","0.01"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar beet","2015","Kcal","29519.79"
"Food Balances (2010-)","World","Production","Sugar beet","2016","1000 t","278815"
"Food Balances (2010-)","World","Import quantity","Sugar beet","2016","1000 t","621"
"Food Balances (2010-)","World","Stock Variation","Sugar beet","2016","1000 t","12043"
"Food Balances (2010-)","World","Export quantity","Sugar beet","2016","1000 t","466"
"Food Balances (2010-)","World","Feed","Sugar beet","2016","1000 t","12844"
"Food Balances (2010-)","World","Seed","Sugar beet","2016","1000 t","0"
"Food Balances (2010-)","World","Losses","Sugar beet","2016","1000 t","8938"
"Food Balances (2010-)","World","Processing","Sugar beet","2016","1000 t","239973"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar beet","2016","1000 t","5764"
"Food Balances (2010-)","World","Tourist consumption","Sugar beet","2016","1000 t","0"
"Food Balances (2010-)","World","Residuals","Sugar beet","2016","1000 t","-646"
"Food Balances (2010-)","World","Food","Sugar beet","2016","1000 t","56"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar beet","2016","kg/cap","0.01"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar beet","2016","kcal/cap/d","0.01"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar beet","2016","Kcal","31015.41"
"Food Balances (2010-)","World","Production","Sugar beet","2017","1000 t","313972"
"Food Balances (2010-)","World","Import quantity","Sugar beet","2017","1000 t","523"
"Food Balances (2010-)","World","Stock Variation","Sugar beet","2017","1000 t","10063"
"Food Balances (2010-)","World","Export quantity","Sugar beet","2017","1000 t","459"
"Food Balances (2010-)","World","Feed","Sugar beet","2017","1000 t","11661"
"Food Balances (2010-)","World","Losses","Sugar beet","2017","1000 t","10473"
"Food Balances (2010-)","World","Processing","Sugar beet","2017","1000 t","274202"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar beet","2017","1000 t","8234"
"Food Balances (2010-)","World","Tourist consumption","Sugar beet","2017","1000 t","0"
"Food Balances (2010-)","World","Residuals","Sugar beet","2017","1000 t","-652"
"Food Balances (2010-)","World","Food","Sugar beet","2017","1000 t","55"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar beet","2017","kg/cap","0.01"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar beet","2017","kcal/cap/d","0.01"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar beet","2017","Kcal","30684.83"
"Food Balances (2010-)","World","Production","Sugar beet","2018","1000 t","273814"
"Food Balances (2010-)","World","Import quantity","Sugar beet","2018","1000 t","690"
"Food Balances (2010-)","World","Stock Variation","Sugar beet","2018","1000 t","-2767"
"Food Balances (2010-)","World","Export quantity","Sugar beet","2018","1000 t","517"
"Food Balances (2010-)","World","Feed","Sugar beet","2018","1000 t","12461"
"Food Balances (2010-)","World","Losses","Sugar beet","2018","1000 t","9140"
"Food Balances (2010-)","World","Processing","Sugar beet","2018","1000 t","254058"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar beet","2018","1000 t","1601"
"Food Balances (2010-)","World","Tourist consumption","Sugar beet","2018","1000 t","0"
"Food Balances (2010-)","World","Residuals","Sugar beet","2018","1000 t","-559"
"Food Balances (2010-)","World","Food","Sugar beet","2018","1000 t","54"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar beet","2018","kg/cap","0.01"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar beet","2018","kcal/cap/d","0.01"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar beet","2018","Kcal","30031.18"
"Food Balances (2010-)","World","Production","Sugar beet","2019","1000 t","280950"
"Food Balances (2010-)","World","Import quantity","Sugar beet","2019","1000 t","631"
"Food Balances (2010-)","World","Stock Variation","Sugar beet","2019","1000 t","9688"
"Food Balances (2010-)","World","Export quantity","Sugar beet","2019","1000 t","771"
"Food Balances (2010-)","World","Feed","Sugar beet","2019","1000 t","10978"
"Food Balances (2010-)","World","Losses","Sugar beet","2019","1000 t","9179"
"Food Balances (2010-)","World","Processing","Sugar beet","2019","1000 t","245603"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar beet","2019","1000 t","5376"
"Food Balances (2010-)","World","Residuals","Sugar beet","2019","1000 t","-66"
"Food Balances (2010-)","World","Food","Sugar beet","2019","1000 t","51"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar beet","2019","kg/cap","0.01"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar beet","2019","kcal/cap/d","0.01"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar beet","2019","Kcal","28502.2"
"Food Balances (2010-)","World","Production","Sugar beet","2020","1000 t","250474"
"Food Balances (2010-)","World","Import quantity","Sugar beet","2020","1000 t","810"
"Food Balances (2010-)","World","Stock Variation","Sugar beet","2020","1000 t","2690"
"Food Balances (2010-)","World","Export quantity","Sugar beet","2020","1000 t","924"
"Food Balances (2010-)","World","Feed","Sugar beet","2020","1000 t","9064"
"Food Balances (2010-)","World","Losses","Sugar beet","2020","1000 t","8525"
"Food Balances (2010-)","World","Processing","Sugar beet","2020","1000 t","228996"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar beet","2020","1000 t","1131"
"Food Balances (2010-)","World","Tourist consumption","Sugar beet","2020","1000 t","0"
"Food Balances (2010-)","World","Residuals","Sugar beet","2020","1000 t","-97"
"Food Balances (2010-)","World","Food","Sugar beet","2020","1000 t","53"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar beet","2020","kg/cap","0.01"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar beet","2020","kcal/cap/d","0.01"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar beet","2020","Kcal","29440.29"
"Food Balances (2010-)","World","Production","Sugar beet","2021","1000 t","269192"
"Food Balances (2010-)","World","Import quantity","Sugar beet","2021","1000 t","916"
"Food Balances (2010-)","World","Stock Variation","Sugar beet","2021","1000 t","6240"
"Food Balances (2010-)","World","Export quantity","Sugar beet","2021","1000 t","1093"
"Food Balances (2010-)","World","Feed","Sugar beet","2021","1000 t","7086"
"Food Balances (2010-)","World","Seed","Sugar beet","2021","1000 t","0"
"Food Balances (2010-)","World","Losses","Sugar beet","2021","1000 t","10104"
"Food Balances (2010-)","World","Processing","Sugar beet","2021","1000 t","242488"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar beet","2021","1000 t","3201"
"Food Balances (2010-)","World","Tourist consumption","Sugar beet","2021","1000 t","0"
"Food Balances (2010-)","World","Residuals","Sugar beet","2021","1000 t","-159"
"Food Balances (2010-)","World","Food","Sugar beet","2021","1000 t","56"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar beet","2021","kg/cap","0.01"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar beet","2021","kcal/cap/d","0.01"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar beet","2021","Kcal","31229.38"
"Food Balances (2010-)","World","Production","Sugar beet","2022","1000 t","260999"
"Food Balances (2010-)","World","Import quantity","Sugar beet","2022","1000 t","1041"
"Food Balances (2010-)","World","Stock Variation","Sugar beet","2022","1000 t","11059"
"Food Balances (2010-)","World","Export quantity","Sugar beet","2022","1000 t","919"
"Food Balances (2010-)","World","Feed","Sugar beet","2022","1000 t","8924"
"Food Balances (2010-)","World","Seed","Sugar beet","2022","1000 t","0"
"Food Balances (2010-)","World","Losses","Sugar beet","2022","1000 t","8758"
"Food Balances (2010-)","World","Processing","Sugar beet","2022","1000 t","228999"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar beet","2022","1000 t","3600"
"Food Balances (2010-)","World","Residuals","Sugar beet","2022","1000 t","-277"
"Food Balances (2010-)","World","Food","Sugar beet","2022","1000 t","57"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar beet","2022","kg/cap","0.01"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar beet","2022","kcal/cap/d","0.01"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar beet","2022","Kcal","31643.66"
"Food Balances (2010-)","World","Production","Sugar non-centrifugal","2010","1000 t","10950"
"Food Balances (2010-)","World","Import quantity","Sugar non-centrifugal","2010","1000 t","0"
"Food Balances (2010-)","World","Stock Variation","Sugar non-centrifugal","2010","1000 t","320"
"Food Balances (2010-)","World","Export quantity","Sugar non-centrifugal","2010","1000 t","0"
"Food Balances (2010-)","World","Feed","Sugar non-centrifugal","2010","1000 t","623"
"Food Balances (2010-)","World","Losses","Sugar non-centrifugal","2010","1000 t","23"
"Food Balances (2010-)","World","Processing","Sugar non-centrifugal","2010","1000 t","70"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar non-centrifugal","2010","1000 t","3334"
"Food Balances (2010-)","World","Tourist consumption","Sugar non-centrifugal","2010","1000 t","0"
"Food Balances (2010-)","World","Residuals","Sugar non-centrifugal","2010","1000 t","0"
"Food Balances (2010-)","World","Food","Sugar non-centrifugal","2010","1000 t","6579"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar non-centrifugal","2010","kg/cap","0.95"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar non-centrifugal","2010","kcal/cap/d","9.96"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar non-centrifugal","2010","Kcal","25130973.34"
"Food Balances (2010-)","World","Production","Sugar non-centrifugal","2011","1000 t","8393"
"Food Balances (2010-)","World","Import quantity","Sugar non-centrifugal","2011","1000 t","0"
"Food Balances (2010-)","World","Stock Variation","Sugar non-centrifugal","2011","1000 t","-694"
"Food Balances (2010-)","World","Export quantity","Sugar non-centrifugal","2011","1000 t","0"
"Food Balances (2010-)","World","Feed","Sugar non-centrifugal","2011","1000 t","446"
"Food Balances (2010-)","World","Losses","Sugar non-centrifugal","2011","1000 t","23"
"Food Balances (2010-)","World","Processing","Sugar non-centrifugal","2011","1000 t","75"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar non-centrifugal","2011","1000 t","2302"
"Food Balances (2010-)","World","Tourist consumption","Sugar non-centrifugal","2011","1000 t","0"
"Food Balances (2010-)","World","Residuals","Sugar non-centrifugal","2011","1000 t","0"
"Food Balances (2010-)","World","Food","Sugar non-centrifugal","2011","1000 t","6241"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar non-centrifugal","2011","kg/cap","0.89"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar non-centrifugal","2011","kcal/cap/d","9.33"
