Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (2010-)","World","Processing","Cottonseed","2011","1000 t","30137"
"Food Balances (2010-)","World","Other uses (non-food)","Cottonseed","2011","1000 t","1702"
"Food Balances (2010-)","World","Tourist consumption","Cottonseed","2011","1000 t","8"
"Food Balances (2010-)","World","Residuals","Cottonseed","2011","1000 t","344"
"Food Balances (2010-)","World","Food","Cottonseed","2011","1000 t","7"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Cottonseed","2011","kg/cap","0"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Cottonseed","2011","kcal/cap/d","0.01"
"Food Balances (2010-)","World","Food supply (kcal)","Cottonseed","2011","Kcal","36527.24"
"Food Balances (2010-)","World","Production","Cottonseed","2012","1000 t","48908"
"Food Balances (2010-)","World","Import quantity","Cottonseed","2012","1000 t","1473"
"Food Balances (2010-)","World","Stock Variation","Cottonseed","2012","1000 t","333"
"Food Balances (2010-)","World","Export quantity","Cottonseed","2012","1000 t","1429"
"Food Balances (2010-)","World","Feed","Cottonseed","2012","1000 t","12342"
"Food Balances (2010-)","World","Seed","Cottonseed","2012","1000 t","1355"
"Food Balances (2010-)","World","Losses","Cottonseed","2012","1000 t","1198"
"Food Balances (2010-)","World","Processing","Cottonseed","2012","1000 t","32168"
"Food Balances (2010-)","World","Other uses (non-food)","Cottonseed","2012","1000 t","1478"
"Food Balances (2010-)","World","Tourist consumption","Cottonseed","2012","1000 t","4"
"Food Balances (2010-)","World","Residuals","Cottonseed","2012","1000 t","72"
"Food Balances (2010-)","World","Food","Cottonseed","2012","1000 t","3"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Cottonseed","2012","kg/cap","0"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Cottonseed","2012","kcal/cap/d","0.01"
"Food Balances (2010-)","World","Food supply (kcal)","Cottonseed","2012","Kcal","17212.54"
"Food Balances (2010-)","World","Production","Cottonseed","2013","1000 t","45266"
"Food Balances (2010-)","World","Import quantity","Cottonseed","2013","1000 t","1224"
"Food Balances (2010-)","World","Stock Variation","Cottonseed","2013","1000 t","-40"
"Food Balances (2010-)","World","Export quantity","Cottonseed","2013","1000 t","1255"
"Food Balances (2010-)","World","Feed","Cottonseed","2013","1000 t","11291"
"Food Balances (2010-)","World","Seed","Cottonseed","2013","1000 t","1285"
"Food Balances (2010-)","World","Losses","Cottonseed","2013","1000 t","1173"
"Food Balances (2010-)","World","Processing","Cottonseed","2013","1000 t","30020"
"Food Balances (2010-)","World","Other uses (non-food)","Cottonseed","2013","1000 t","1493"
"Food Balances (2010-)","World","Tourist consumption","Cottonseed","2013","1000 t","6"
"Food Balances (2010-)","World","Residuals","Cottonseed","2013","1000 t","3"
"Food Balances (2010-)","World","Food","Cottonseed","2013","1000 t","3"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Cottonseed","2013","kg/cap","0"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Cottonseed","2013","kcal/cap/d","0.01"
"Food Balances (2010-)","World","Food supply (kcal)","Cottonseed","2013","Kcal","18097.48"
"Food Balances (2010-)","World","Production","Cottonseed","2014","1000 t","46476"
"Food Balances (2010-)","World","Import quantity","Cottonseed","2014","1000 t","1166"
"Food Balances (2010-)","World","Stock Variation","Cottonseed","2014","1000 t","382"
"Food Balances (2010-)","World","Export quantity","Cottonseed","2014","1000 t","1112"
"Food Balances (2010-)","World","Feed","Cottonseed","2014","1000 t","11752"
"Food Balances (2010-)","World","Seed","Cottonseed","2014","1000 t","1315"
"Food Balances (2010-)","World","Losses","Cottonseed","2014","1000 t","1158"
"Food Balances (2010-)","World","Processing","Cottonseed","2014","1000 t","29994"
"Food Balances (2010-)","World","Other uses (non-food)","Cottonseed","2014","1000 t","1745"
"Food Balances (2010-)","World","Tourist consumption","Cottonseed","2014","1000 t","5"
"Food Balances (2010-)","World","Residuals","Cottonseed","2014","1000 t","174"
"Food Balances (2010-)","World","Food","Cottonseed","2014","1000 t","5"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Cottonseed","2014","kg/cap","0"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Cottonseed","2014","kcal/cap/d","0.01"
"Food Balances (2010-)","World","Food supply (kcal)","Cottonseed","2014","Kcal","24138.23"
"Food Balances (2010-)","World","Production","Cottonseed","2015","1000 t","39918"
"Food Balances (2010-)","World","Import quantity","Cottonseed","2015","1000 t","908"
"Food Balances (2010-)","World","Stock Variation","Cottonseed","2015","1000 t","-959"
"Food Balances (2010-)","World","Export quantity","Cottonseed","2015","1000 t","829"
"Food Balances (2010-)","World","Feed","Cottonseed","2015","1000 t","10670"
"Food Balances (2010-)","World","Seed","Cottonseed","2015","1000 t","1179"
"Food Balances (2010-)","World","Losses","Cottonseed","2015","1000 t","1007"
"Food Balances (2010-)","World","Processing","Cottonseed","2015","1000 t","26858"
"Food Balances (2010-)","World","Other uses (non-food)","Cottonseed","2015","1000 t","1220"
"Food Balances (2010-)","World","Tourist consumption","Cottonseed","2015","1000 t","3"
"Food Balances (2010-)","World","Residuals","Cottonseed","2015","1000 t","18"
"Food Balances (2010-)","World","Food","Cottonseed","2015","1000 t","2"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Cottonseed","2015","kg/cap","0"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Cottonseed","2015","kcal/cap/d","0"
"Food Balances (2010-)","World","Food supply (kcal)","Cottonseed","2015","Kcal","12731.92"
"Food Balances (2010-)","World","Production","Cottonseed","2016","1000 t","41407"
"Food Balances (2010-)","World","Import quantity","Cottonseed","2016","1000 t","974"
"Food Balances (2010-)","World","Stock Variation","Cottonseed","2016","1000 t","431"
"Food Balances (2010-)","World","Export quantity","Cottonseed","2016","1000 t","973"
"Food Balances (2010-)","World","Feed","Cottonseed","2016","1000 t","11897"
"Food Balances (2010-)","World","Seed","Cottonseed","2016","1000 t","1183"
"Food Balances (2010-)","World","Losses","Cottonseed","2016","1000 t","1040"
"Food Balances (2010-)","World","Processing","Cottonseed","2016","1000 t","25279"
"Food Balances (2010-)","World","Other uses (non-food)","Cottonseed","2016","1000 t","1377"
"Food Balances (2010-)","World","Tourist consumption","Cottonseed","2016","1000 t","2"
"Food Balances (2010-)","World","Residuals","Cottonseed","2016","1000 t","197"
"Food Balances (2010-)","World","Food","Cottonseed","2016","1000 t","2"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Cottonseed","2016","kg/cap","0"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Cottonseed","2016","kcal/cap/d","0"
"Food Balances (2010-)","World","Food supply (kcal)","Cottonseed","2016","Kcal","11461.16"
"Food Balances (2010-)","World","Production","Cottonseed","2017","1000 t","43807"
"Food Balances (2010-)","World","Import quantity","Cottonseed","2017","1000 t","1140"
"Food Balances (2010-)","World","Stock Variation","Cottonseed","2017","1000 t","676"
"Food Balances (2010-)","World","Export quantity","Cottonseed","2017","1000 t","1120"
"Food Balances (2010-)","World","Feed","Cottonseed","2017","1000 t","12597"
"Food Balances (2010-)","World","Seed","Cottonseed","2017","1000 t","1257"
"Food Balances (2010-)","World","Losses","Cottonseed","2017","1000 t","1069"
"Food Balances (2010-)","World","Processing","Cottonseed","2017","1000 t","26272"
"Food Balances (2010-)","World","Other uses (non-food)","Cottonseed","2017","1000 t","1825"
"Food Balances (2010-)","World","Tourist consumption","Cottonseed","2017","1000 t","3"
"Food Balances (2010-)","World","Residuals","Cottonseed","2017","1000 t","126"
"Food Balances (2010-)","World","Food","Cottonseed","2017","1000 t","3"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Cottonseed","2017","kg/cap","0"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Cottonseed","2017","kcal/cap/d","0.01"
"Food Balances (2010-)","World","Food supply (kcal)","Cottonseed","2017","Kcal","15142.12"
"Food Balances (2010-)","World","Production","Cottonseed","2018","1000 t","41670"
"Food Balances (2010-)","World","Import quantity","Cottonseed","2018","1000 t","1038"
"Food Balances (2010-)","World","Stock Variation","Cottonseed","2018","1000 t","290"
"Food Balances (2010-)","World","Export quantity","Cottonseed","2018","1000 t","1034"
"Food Balances (2010-)","World","Feed","Cottonseed","2018","1000 t","9998"
"Food Balances (2010-)","World","Seed","Cottonseed","2018","1000 t","1208"
"Food Balances (2010-)","World","Losses","Cottonseed","2018","1000 t","960"
"Food Balances (2010-)","World","Processing","Cottonseed","2018","1000 t","27506"
"Food Balances (2010-)","World","Other uses (non-food)","Cottonseed","2018","1000 t","1601"
"Food Balances (2010-)","World","Tourist consumption","Cottonseed","2018","1000 t","5"
"Food Balances (2010-)","World","Residuals","Cottonseed","2018","1000 t","103"
"Food Balances (2010-)","World","Food","Cottonseed","2018","1000 t","4"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Cottonseed","2018","kg/cap","0"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Cottonseed","2018","kcal/cap/d","0.01"
"Food Balances (2010-)","World","Food supply (kcal)","Cottonseed","2018","Kcal","22605.55"
"Food Balances (2010-)","World","Production","Cottonseed","2019","1000 t","44054"
"Food Balances (2010-)","World","Import quantity","Cottonseed","2019","1000 t","896"
"Food Balances (2010-)","World","Stock Variation","Cottonseed","2019","1000 t","-224"
"Food Balances (2010-)","World","Export quantity","Cottonseed","2019","1000 t","1092"
"Food Balances (2010-)","World","Feed","Cottonseed","2019","1000 t","12057"
"Food Balances (2010-)","World","Seed","Cottonseed","2019","1000 t","1113"
"Food Balances (2010-)","World","Losses","Cottonseed","2019","1000 t","1077"
"Food Balances (2010-)","World","Processing","Cottonseed","2019","1000 t","26200"
"Food Balances (2010-)","World","Other uses (non-food)","Cottonseed","2019","1000 t","3129"
"Food Balances (2010-)","World","Tourist consumption","Cottonseed","2019","1000 t","4"
"Food Balances (2010-)","World","Residuals","Cottonseed","2019","1000 t","498"
"Food Balances (2010-)","World","Food","Cottonseed","2019","1000 t","4"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Cottonseed","2019","kg/cap","0"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Cottonseed","2019","kcal/cap/d","0.01"
"Food Balances (2010-)","World","Food supply (kcal)","Cottonseed","2019","Kcal","23705.52"
"Food Balances (2010-)","World","Production","Cottonseed","2020","1000 t","41261"
"Food Balances (2010-)","World","Import quantity","Cottonseed","2020","1000 t","1014"
"Food Balances (2010-)","World","Stock Variation","Cottonseed","2020","1000 t","-22"
"Food Balances (2010-)","World","Export quantity","Cottonseed","2020","1000 t","1093"
"Food Balances (2010-)","World","Feed","Cottonseed","2020","1000 t","9746"
"Food Balances (2010-)","World","Seed","Cottonseed","2020","1000 t","1163"
"Food Balances (2010-)","World","Losses","Cottonseed","2020","1000 t","1014"
"Food Balances (2010-)","World","Processing","Cottonseed","2020","1000 t","25367"
"Food Balances (2010-)","World","Other uses (non-food)","Cottonseed","2020","1000 t","3596"
"Food Balances (2010-)","World","Tourist consumption","Cottonseed","2020","1000 t","0"
"Food Balances (2010-)","World","Residuals","Cottonseed","2020","1000 t","313"
"Food Balances (2010-)","World","Food","Cottonseed","2020","1000 t","5"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Cottonseed","2020","kg/cap","0"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Cottonseed","2020","kcal/cap/d","0.01"
"Food Balances (2010-)","World","Food supply (kcal)","Cottonseed","2020","Kcal","25145.17"
"Food Balances (2010-)","World","Production","Cottonseed","2021","1000 t","41598"
"Food Balances (2010-)","World","Import quantity","Cottonseed","2021","1000 t","1066"
"Food Balances (2010-)","World","Stock Variation","Cottonseed","2021","1000 t","670"
"Food Balances (2010-)","World","Export quantity","Cottonseed","2021","1000 t","1186"
"Food Balances (2010-)","World","Feed","Cottonseed","2021","1000 t","10513"
"Food Balances (2010-)","World","Seed","Cottonseed","2021","1000 t","1176"
"Food Balances (2010-)","World","Losses","Cottonseed","2021","1000 t","1030"
"Food Balances (2010-)","World","Processing","Cottonseed","2021","1000 t","25459"
"Food Balances (2010-)","World","Other uses (non-food)","Cottonseed","2021","1000 t","2879"
"Food Balances (2010-)","World","Tourist consumption","Cottonseed","2021","1000 t","0"
"Food Balances (2010-)","World","Residuals","Cottonseed","2021","1000 t","-257"
"Food Balances (2010-)","World","Food","Cottonseed","2021","1000 t","7"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Cottonseed","2021","kg/cap","0"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Cottonseed","2021","kcal/cap/d","0.01"
"Food Balances (2010-)","World","Food supply (kcal)","Cottonseed","2021","Kcal","39900.96"
"Food Balances (2010-)","World","Production","Cottonseed","2022","1000 t","39625"
"Food Balances (2010-)","World","Import quantity","Cottonseed","2022","1000 t","1394"
"Food Balances (2010-)","World","Stock Variation","Cottonseed","2022","1000 t","1221"
"Food Balances (2010-)","World","Export quantity","Cottonseed","2022","1000 t","1428"
"Food Balances (2010-)","World","Feed","Cottonseed","2022","1000 t","9606"
"Food Balances (2010-)","World","Seed","Cottonseed","2022","1000 t","1098"
"Food Balances (2010-)","World","Losses","Cottonseed","2022","1000 t","958"
"Food Balances (2010-)","World","Processing","Cottonseed","2022","1000 t","23993"
"Food Balances (2010-)","World","Other uses (non-food)","Cottonseed","2022","1000 t","2573"
"Food Balances (2010-)","World","Tourist consumption","Cottonseed","2022","1000 t","4"
"Food Balances (2010-)","World","Residuals","Cottonseed","2022","1000 t","128"
"Food Balances (2010-)","World","Food","Cottonseed","2022","1000 t","9"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Cottonseed","2022","kg/cap","0"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Cottonseed","2022","kcal/cap/d","0.02"
"Food Balances (2010-)","World","Food supply (kcal)","Cottonseed","2022","Kcal","48556.32"
"Food Balances (2010-)","World","Production","Coconuts - Incl Copra","2010","1000 t","59570"
"Food Balances (2010-)","World","Import quantity","Coconuts - Incl Copra","2010","1000 t","2271"
"Food Balances (2010-)","World","Stock Variation","Coconuts - Incl Copra","2010","1000 t","-998"
"Food Balances (2010-)","World","Export quantity","Coconuts - Incl Copra","2010","1000 t","2505"
"Food Balances (2010-)","World","Feed","Coconuts - Incl Copra","2010","1000 t","5109"
"Food Balances (2010-)","World","Seed","Coconuts - Incl Copra","2010","1000 t","152"
"Food Balances (2010-)","World","Losses","Coconuts - Incl Copra","2010","1000 t","3670"
"Food Balances (2010-)","World","Processing","Coconuts - Incl Copra","2010","1000 t","26855"
"Food Balances (2010-)","World","Other uses (non-food)","Coconuts - Incl Copra","2010","1000 t","4188"
"Food Balances (2010-)","World","Tourist consumption","Coconuts - Incl Copra","2010","1000 t","187"
"Food Balances (2010-)","World","Residuals","Coconuts - Incl Copra","2010","1000 t","-149"
"Food Balances (2010-)","World","Food","Coconuts - Incl Copra","2010","1000 t","20321"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Coconuts - Incl Copra","2010","kg/cap","2.94"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Coconuts - Incl Copra","2010","kcal/cap/d","7.14"
"Food Balances (2010-)","World","Food supply (kcal)","Coconuts - Incl Copra","2010","Kcal","18025841.76"
"Food Balances (2010-)","World","Production","Coconuts - Incl Copra","2011","1000 t","58181"
"Food Balances (2010-)","World","Import quantity","Coconuts - Incl Copra","2011","1000 t","2758"
"Food Balances (2010-)","World","Stock Variation","Coconuts - Incl Copra","2011","1000 t","-871"
"Food Balances (2010-)","World","Export quantity","Coconuts - Incl Copra","2011","1000 t","3009"
"Food Balances (2010-)","World","Feed","Coconuts - Incl Copra","2011","1000 t","5342"
"Food Balances (2010-)","World","Seed","Coconuts - Incl Copra","2011","1000 t","152"
"Food Balances (2010-)","World","Losses","Coconuts - Incl Copra","2011","1000 t","3589"
"Food Balances (2010-)","World","Processing","Coconuts - Incl Copra","2011","1000 t","22419"
"Food Balances (2010-)","World","Other uses (non-food)","Coconuts - Incl Copra","2011","1000 t","8329"
"Food Balances (2010-)","World","Tourist consumption","Coconuts - Incl Copra","2011","1000 t","231"
"Food Balances (2010-)","World","Residuals","Coconuts - Incl Copra","2011","1000 t","-231"
"Food Balances (2010-)","World","Food","Coconuts - Incl Copra","2011","1000 t","18969"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Coconuts - Incl Copra","2011","kg/cap","2.71"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Coconuts - Incl Copra","2011","kcal/cap/d","6.59"
"Food Balances (2010-)","World","Food supply (kcal)","Coconuts - Incl Copra","2011","Kcal","16832437.22"
"Food Balances (2010-)","World","Production","Coconuts - Incl Copra","2012","1000 t","61354"
"Food Balances (2010-)","World","Import quantity","Coconuts - Incl Copra","2012","1000 t","2494"
"Food Balances (2010-)","World","Stock Variation","Coconuts - Incl Copra","2012","1000 t","-1527"
"Food Balances (2010-)","World","Export quantity","Coconuts - Incl Copra","2012","1000 t","2641"
"Food Balances (2010-)","World","Feed","Coconuts - Incl Copra","2012","1000 t","8086"
"Food Balances (2010-)","World","Seed","Coconuts - Incl Copra","2012","1000 t","151"
"Food Balances (2010-)","World","Losses","Coconuts - Incl Copra","2012","1000 t","3818"
"Food Balances (2010-)","World","Processing","Coconuts - Incl Copra","2012","1000 t","21284"
"Food Balances (2010-)","World","Other uses (non-food)","Coconuts - Incl Copra","2012","1000 t","9069"
"Food Balances (2010-)","World","Tourist consumption","Coconuts - Incl Copra","2012","1000 t","164"
"Food Balances (2010-)","World","Residuals","Coconuts - Incl Copra","2012","1000 t","-317"
"Food Balances (2010-)","World","Food","Coconuts - Incl Copra","2012","1000 t","20479"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Coconuts - Incl Copra","2012","kg/cap","2.88"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Coconuts - Incl Copra","2012","kcal/cap/d","7.01"
"Food Balances (2010-)","World","Food supply (kcal)","Coconuts - Incl Copra","2012","Kcal","18209068.77"
"Food Balances (2010-)","World","Production","Coconuts - Incl Copra","2013","1000 t","61075"
"Food Balances (2010-)","World","Import quantity","Coconuts - Incl Copra","2013","1000 t","2279"
"Food Balances (2010-)","World","Stock Variation","Coconuts - Incl Copra","2013","1000 t","-1072"
"Food Balances (2010-)","World","Export quantity","Coconuts - Incl Copra","2013","1000 t","2743"
"Food Balances (2010-)","World","Feed","Coconuts - Incl Copra","2013","1000 t","5996"
"Food Balances (2010-)","World","Seed","Coconuts - Incl Copra","2013","1000 t","159"
"Food Balances (2010-)","World","Losses","Coconuts - Incl Copra","2013","1000 t","3819"
"Food Balances (2010-)","World","Processing","Coconuts - Incl Copra","2013","1000 t","22288"
"Food Balances (2010-)","World","Other uses (non-food)","Coconuts - Incl Copra","2013","1000 t","8580"
"Food Balances (2010-)","World","Tourist consumption","Coconuts - Incl Copra","2013","1000 t","220"
"Food Balances (2010-)","World","Residuals","Coconuts - Incl Copra","2013","1000 t","-296"
"Food Balances (2010-)","World","Food","Coconuts - Incl Copra","2013","1000 t","20919"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Coconuts - Incl Copra","2013","kg/cap","2.9"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Coconuts - Incl Copra","2013","kcal/cap/d","7.04"
"Food Balances (2010-)","World","Food supply (kcal)","Coconuts - Incl Copra","2013","Kcal","18534584.26"
"Food Balances (2010-)","World","Production","Coconuts - Incl Copra","2014","1000 t","60277"
"Food Balances (2010-)","World","Import quantity","Coconuts - Incl Copra","2014","1000 t","3209"
"Food Balances (2010-)","World","Stock Variation","Coconuts - Incl Copra","2014","1000 t","323"
"Food Balances (2010-)","World","Export quantity","Coconuts - Incl Copra","2014","1000 t","3928"
"Food Balances (2010-)","World","Feed","Coconuts - Incl Copra","2014","1000 t","4585"
"Food Balances (2010-)","World","Seed","Coconuts - Incl Copra","2014","1000 t","151"
"Food Balances (2010-)","World","Losses","Coconuts - Incl Copra","2014","1000 t","3906"
"Food Balances (2010-)","World","Processing","Coconuts - Incl Copra","2014","1000 t","22910"
"Food Balances (2010-)","World","Other uses (non-food)","Coconuts - Incl Copra","2014","1000 t","7120"
"Food Balances (2010-)","World","Tourist consumption","Coconuts - Incl Copra","2014","1000 t","229"
"Food Balances (2010-)","World","Residuals","Coconuts - Incl Copra","2014","1000 t","-101"
"Food Balances (2010-)","World","Food","Coconuts - Incl Copra","2014","1000 t","20435"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Coconuts - Incl Copra","2014","kg/cap","2.8"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Coconuts - Incl Copra","2014","kcal/cap/d","6.84"
"Food Balances (2010-)","World","Food supply (kcal)","Coconuts - Incl Copra","2014","Kcal","18222765.14"
"Food Balances (2010-)","World","Production","Coconuts - Incl Copra","2015","1000 t","59401"
"Food Balances (2010-)","World","Import quantity","Coconuts - Incl Copra","2015","1000 t","3505"
"Food Balances (2010-)","World","Stock Variation","Coconuts - Incl Copra","2015","1000 t","325"
"Food Balances (2010-)","World","Export quantity","Coconuts - Incl Copra","2015","1000 t","3483"
"Food Balances (2010-)","World","Feed","Coconuts - Incl Copra","2015","1000 t","4647"
"Food Balances (2010-)","World","Seed","Coconuts - Incl Copra","2015","1000 t","153"
"Food Balances (2010-)","World","Losses","Coconuts - Incl Copra","2015","1000 t","3845"
"Food Balances (2010-)","World","Processing","Coconuts - Incl Copra","2015","1000 t","22764"
"Food Balances (2010-)","World","Other uses (non-food)","Coconuts - Incl Copra","2015","1000 t","7130"
"Food Balances (2010-)","World","Tourist consumption","Coconuts - Incl Copra","2015","1000 t","230"
"Food Balances (2010-)","World","Residuals","Coconuts - Incl Copra","2015","1000 t","-120"
"Food Balances (2010-)","World","Food","Coconuts - Incl Copra","2015","1000 t","20451"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Coconuts - Incl Copra","2015","kg/cap","2.77"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Coconuts - Incl Copra","2015","kcal/cap/d","6.8"
"Food Balances (2010-)","World","Food supply (kcal)","Coconuts - Incl Copra","2015","Kcal","18337090.2"
"Food Balances (2010-)","World","Production","Coconuts - Incl Copra","2016","1000 t","58547"
"Food Balances (2010-)","World","Import quantity","Coconuts - Incl Copra","2016","1000 t","3375"
"Food Balances (2010-)","World","Stock Variation","Coconuts - Incl Copra","2016","1000 t","277"
"Food Balances (2010-)","World","Export quantity","Coconuts - Incl Copra","2016","1000 t","3745"
"Food Balances (2010-)","World","Feed","Coconuts - Incl Copra","2016","1000 t","3349"
"Food Balances (2010-)","World","Seed","Coconuts - Incl Copra","2016","1000 t","144"
"Food Balances (2010-)","World","Losses","Coconuts - Incl Copra","2016","1000 t","3839"
"Food Balances (2010-)","World","Processing","Coconuts - Incl Copra","2016","1000 t","23435"
"Food Balances (2010-)","World","Other uses (non-food)","Coconuts - Incl Copra","2016","1000 t","7229"
"Food Balances (2010-)","World","Tourist consumption","Coconuts - Incl Copra","2016","1000 t","180"
"Food Balances (2010-)","World","Residuals","Coconuts - Incl Copra","2016","1000 t","-432"
"Food Balances (2010-)","World","Food","Coconuts - Incl Copra","2016","1000 t","20157"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Coconuts - Incl Copra","2016","kg/cap","2.7"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Coconuts - Incl Copra","2016","kcal/cap/d","6.61"
"Food Balances (2010-)","World","Food supply (kcal)","Coconuts - Incl Copra","2016","Kcal","18036743.56"
"Food Balances (2010-)","World","Production","Coconuts - Incl Copra","2017","1000 t","57434"
"Food Balances (2010-)","World","Import quantity","Coconuts - Incl Copra","2017","1000 t","3894"
"Food Balances (2010-)","World","Stock Variation","Coconuts - Incl Copra","2017","1000 t","528"
"Food Balances (2010-)","World","Export quantity","Coconuts - Incl Copra","2017","1000 t","4224"
"Food Balances (2010-)","World","Feed","Coconuts - Incl Copra","2017","1000 t","4333"
"Food Balances (2010-)","World","Seed","Coconuts - Incl Copra","2017","1000 t","145"
"Food Balances (2010-)","World","Losses","Coconuts - Incl Copra","2017","1000 t","3730"
"Food Balances (2010-)","World","Processing","Coconuts - Incl Copra","2017","1000 t","23217"
"Food Balances (2010-)","World","Other uses (non-food)","Coconuts - Incl Copra","2017","1000 t","6383"
"Food Balances (2010-)","World","Tourist consumption","Coconuts - Incl Copra","2017","1000 t","141"
"Food Balances (2010-)","World","Residuals","Coconuts - Incl Copra","2017","1000 t","-626"
"Food Balances (2010-)","World","Food","Coconuts - Incl Copra","2017","1000 t","19254"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Coconuts - Incl Copra","2017","kg/cap","2.55"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Coconuts - Incl Copra","2017","kcal/cap/d","6.26"
"Food Balances (2010-)","World","Food supply (kcal)","Coconuts - Incl Copra","2017","Kcal","17279972.91"
"Food Balances (2010-)","World","Production","Coconuts - Incl Copra","2018","1000 t","63606"
"Food Balances (2010-)","World","Import quantity","Coconuts - Incl Copra","2018","1000 t","3908"
"Food Balances (2010-)","World","Stock Variation","Coconuts - Incl Copra","2018","1000 t","201"
"Food Balances (2010-)","World","Export quantity","Coconuts - Incl Copra","2018","1000 t","4264"
"Food Balances (2010-)","World","Feed","Coconuts - Incl Copra","2018","1000 t","4187"
"Food Balances (2010-)","World","Seed","Coconuts - Incl Copra","2018","1000 t","153"
"Food Balances (2010-)","World","Losses","Coconuts - Incl Copra","2018","1000 t","4071"
"Food Balances (2010-)","World","Processing","Coconuts - Incl Copra","2018","1000 t","24180"
"Food Balances (2010-)","World","Other uses (non-food)","Coconuts - Incl Copra","2018","1000 t","6365"
"Food Balances (2010-)","World","Tourist consumption","Coconuts - Incl Copra","2018","1000 t","168"
"Food Balances (2010-)","World","Residuals","Coconuts - Incl Copra","2018","1000 t","-525"
"Food Balances (2010-)","World","Food","Coconuts - Incl Copra","2018","1000 t","24449"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Coconuts - Incl Copra","2018","kg/cap","3.2"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Coconuts - Incl Copra","2018","kcal/cap/d","7.81"
"Food Balances (2010-)","World","Food supply (kcal)","Coconuts - Incl Copra","2018","Kcal","21774676.26"
"Food Balances (2010-)","World","Production","Coconuts - Incl Copra","2019","1000 t","63365"
"Food Balances (2010-)","World","Import quantity","Coconuts - Incl Copra","2019","1000 t","3658"
"Food Balances (2010-)","World","Stock Variation","Coconuts - Incl Copra","2019","1000 t","178"
"Food Balances (2010-)","World","Export quantity","Coconuts - Incl Copra","2019","1000 t","4325"
"Food Balances (2010-)","World","Feed","Coconuts - Incl Copra","2019","1000 t","4318"
"Food Balances (2010-)","World","Seed","Coconuts - Incl Copra","2019","1000 t","153"
"Food Balances (2010-)","World","Losses","Coconuts - Incl Copra","2019","1000 t","3999"
"Food Balances (2010-)","World","Processing","Coconuts - Incl Copra","2019","1000 t","23292"
"Food Balances (2010-)","World","Other uses (non-food)","Coconuts - Incl Copra","2019","1000 t","6642"
"Food Balances (2010-)","World","Tourist consumption","Coconuts - Incl Copra","2019","1000 t","184"
"Food Balances (2010-)","World","Residuals","Coconuts - Incl Copra","2019","1000 t","-760"
"Food Balances (2010-)","World","Food","Coconuts - Incl Copra","2019","1000 t","24692"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Coconuts - Incl Copra","2019","kg/cap","3.19"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Coconuts - Incl Copra","2019","kcal/cap/d","7.81"
