Domain,Area,Element,Item,Year,Months,Value
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","1993","Annual value","94784"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","1994","Annual value","110250"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","1995","Annual value","127272"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","1996","Annual value","172662"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","1997","Annual value","222840"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","1998","Annual value","221400"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","1999","Annual value","187200"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2000","Annual value","225000"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2001","Annual value","256766"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2002","Annual value","276208"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2003","Annual value","249896"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2004","Annual value","302784"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2005","Annual value","290198"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2006","Annual value","315180"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2007","Annual value","292500"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2008","Annual value","323100"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2009","Annual value","361260"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2010","Annual value","335520"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2011","Annual value","345258"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2012","Annual value","441144"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2013","Annual value","338958"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2014","Annual value","338490"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2015","Annual value","344646"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2016","Annual value","318024"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2017","Annual value","412074"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2018","Annual value","440676"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2019","Annual value","428922"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2020","Annual value","451872"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2021","Annual value","505305"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2022","Annual value","753160"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Horse meat, fresh or chilled","1991","Annual value","221100"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Horse meat, fresh or chilled","1992","Annual value","217350"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Horse meat, fresh or chilled","1993","Annual value","245640"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Horse meat, fresh or chilled","1994","Annual value","322050"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Horse meat, fresh or chilled","1995","Annual value","432170"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of cattle with the bone, fresh or chilled","1991","Annual value","123617"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of cattle with the bone, fresh or chilled","1992","Annual value","132620"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of cattle with the bone, fresh or chilled","1993","Annual value","155800"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of cattle with the bone, fresh or chilled","1994","Annual value","211470"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of cattle with the bone, fresh or chilled","1995","Annual value","287470"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of cattle with the bone, fresh or chilled","1996","Annual value","296400"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of chickens, fresh or chilled","1991","Annual value","78520"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of chickens, fresh or chilled","1992","Annual value","80730"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of chickens, fresh or chilled","1993","Annual value","102620"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of chickens, fresh or chilled","1994","Annual value","132590"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of chickens, fresh or chilled","1995","Annual value","150360"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of ducks, fresh or chilled","1991","Annual value","96590"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of ducks, fresh or chilled","1992","Annual value","102830"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of ducks, fresh or chilled","1993","Annual value","126620"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of ducks, fresh or chilled","1994","Annual value","150500"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of ducks, fresh or chilled","1995","Annual value","173940"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of geese, fresh or chilled","1991","Annual value","131690"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of geese, fresh or chilled","1992","Annual value","148300"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of geese, fresh or chilled","1993","Annual value","179400"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of geese, fresh or chilled","1994","Annual value","218830"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of geese, fresh or chilled","1995","Annual value","241150"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of pig with the bone, fresh or chilled","1991","Annual value","77400"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of pig with the bone, fresh or chilled","1992","Annual value","101819"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of pig with the bone, fresh or chilled","1993","Annual value","116344"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of pig with the bone, fresh or chilled","1994","Annual value","152410"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of pig with the bone, fresh or chilled","1995","Annual value","218660"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of pig with the bone, fresh or chilled","1996","Annual value","220350"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of rabbits and hares, fresh or chilled","1991","Annual value","188820"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of rabbits and hares, fresh or chilled","1992","Annual value","166320"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of rabbits and hares, fresh or chilled","1993","Annual value","191340"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of rabbits and hares, fresh or chilled","1994","Annual value","252760"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of rabbits and hares, fresh or chilled","1995","Annual value","306000"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of sheep, fresh or chilled","1991","Annual value","406180"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of sheep, fresh or chilled","1992","Annual value","359200"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of sheep, fresh or chilled","1993","Annual value","269428"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of sheep, fresh or chilled","1994","Annual value","412450"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of sheep, fresh or chilled","1995","Annual value","553680"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of sheep, fresh or chilled","1996","Annual value","690012"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of turkeys, fresh or chilled","1991","Annual value","101140"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of turkeys, fresh or chilled","1992","Annual value","104309"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of turkeys, fresh or chilled","1993","Annual value","118690"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of turkeys, fresh or chilled","1994","Annual value","143400"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Meat of turkeys, fresh or chilled","1995","Annual value","164320"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Natural honey","1991","Annual value","99100"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Natural honey","1992","Annual value","130400"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Natural honey","1993","Annual value","86500"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Natural honey","1994","Annual value","119340"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Natural honey","1995","Annual value","229200"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Natural honey","1996","Annual value","249700"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Natural honey","1997","Annual value","283100"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Natural honey","1998","Annual value","360300"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Natural honey","1999","Annual value","274100"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Natural honey","2000","Annual value","281500"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Natural honey","2001","Annual value","345225"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Natural honey","2002","Annual value","504703"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Natural honey","2003","Annual value","619368"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Natural honey","2004","Annual value","499300"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Natural honey","2005","Annual value","322830"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Natural honey","2006","Annual value","439049"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Natural honey","2007","Annual value","442557"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Natural honey","2008","Annual value","516476"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Natural honey","2009","Annual value","677489"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Natural honey","2010","Annual value","759842"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Natural honey","2011","Annual value","727332"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Natural honey","2012","Annual value","720824"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Natural honey","2013","Annual value","776528"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Natural honey","2014","Annual value","952076"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Natural honey","2015","Annual value","927252"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Natural honey","2016","Annual value","799712"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Natural honey","2017","Annual value","822655"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Natural honey","2018","Annual value","833959"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Natural honey","2019","Annual value","804445"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Natural honey","2020","Annual value","919969"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Natural honey","2021","Annual value","1247882"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Natural honey","2022","Annual value","1412210"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of cattle","1991","Annual value","13953"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of cattle","1992","Annual value","15700"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of cattle","1993","Annual value","19200"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of cattle","1994","Annual value","24400"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of cattle","1995","Annual value","29600"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of cattle","1996","Annual value","34500"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of cattle","1997","Annual value","44000"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of cattle","1998","Annual value","55500"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of cattle","1999","Annual value","59400"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of cattle","2000","Annual value","63000"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of cattle","2001","Annual value","68511"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of cattle","2002","Annual value","72243"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of cattle","2003","Annual value","71407"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of cattle","2004","Annual value","62900"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of cattle","2005","Annual value","64272"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of cattle","2006","Annual value","63830"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of cattle","2007","Annual value","72677"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of cattle","2008","Annual value","82506"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of cattle","2009","Annual value","61269"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of cattle","2010","Annual value","71866"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of cattle","2011","Annual value","87475"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of cattle","2012","Annual value","88014"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of cattle","2013","Annual value","99239"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of cattle","2014","Annual value","105529"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of cattle","2015","Annual value","82153"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of cattle","2016","Annual value","75556"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of cattle","2017","Annual value","96470"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of cattle","2018","Annual value","96959"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of cattle","2019","Annual value","102403"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of cattle","2020","Annual value","106563"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of cattle","2021","Annual value","114417"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of cattle","2022","Annual value","172902"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of sheep","1991","Annual value","44089"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of sheep","1992","Annual value","50100"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of sheep","1993","Annual value","43500"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of sheep","1994","Annual value","46750"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of sheep","1995","Annual value","35400"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of sheep","1996","Annual value","64800"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of sheep","1997","Annual value","105200"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of sheep","1998","Annual value","120500"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of sheep","1999","Annual value","126800"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of sheep","2000","Annual value","126400"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of sheep","2001","Annual value","132023"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of sheep","2002","Annual value","136942"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of sheep","2003","Annual value","149028"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of sheep","2004","Annual value","125500"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of sheep","2005","Annual value","129644"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of sheep","2006","Annual value","136916"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of sheep","2007","Annual value","136134"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of sheep","2011","Annual value","173477"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Raw milk of sheep","2015","Annual value","206408"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Shorn wool, greasy, including fleece-washed shorn wool","1991","Annual value","31000"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Shorn wool, greasy, including fleece-washed shorn wool","1992","Annual value","46700"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Shorn wool, greasy, including fleece-washed shorn wool","1993","Annual value","49900"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Shorn wool, greasy, including fleece-washed shorn wool","1994","Annual value","52680"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Shorn wool, greasy, including fleece-washed shorn wool","1995","Annual value","83900"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Shorn wool, greasy, including fleece-washed shorn wool","1996","Annual value","121500"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Shorn wool, greasy, including fleece-washed shorn wool","1997","Annual value","129000"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Shorn wool, greasy, including fleece-washed shorn wool","1998","Annual value","156500"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Shorn wool, greasy, including fleece-washed shorn wool","1999","Annual value","57200"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Shorn wool, greasy, including fleece-washed shorn wool","2000","Annual value","82300"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Shorn wool, greasy, including fleece-washed shorn wool","2001","Annual value","121075"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Shorn wool, greasy, including fleece-washed shorn wool","2002","Annual value","107314"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Shorn wool, greasy, including fleece-washed shorn wool","2003","Annual value","153254"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Shorn wool, greasy, including fleece-washed shorn wool","2004","Annual value","156900"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Shorn wool, greasy, including fleece-washed shorn wool","2005","Annual value","89021"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Shorn wool, greasy, including fleece-washed shorn wool","2006","Annual value","82247"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Shorn wool, greasy, including fleece-washed shorn wool","2007","Annual value","104094"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Shorn wool, greasy, including fleece-washed shorn wool","2008","Annual value","151512"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Shorn wool, greasy, including fleece-washed shorn wool","2009","Annual value","83874"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Shorn wool, greasy, including fleece-washed shorn wool","2010","Annual value","198556"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Shorn wool, greasy, including fleece-washed shorn wool","2011","Annual value","312840"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Shorn wool, greasy, including fleece-washed shorn wool","2012","Annual value","290823"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Shorn wool, greasy, including fleece-washed shorn wool","2013","Annual value","185854"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Shorn wool, greasy, including fleece-washed shorn wool","2014","Annual value","201637"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Shorn wool, greasy, including fleece-washed shorn wool","2015","Annual value","310885"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Shorn wool, greasy, including fleece-washed shorn wool","2016","Annual value","375429"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Shorn wool, greasy, including fleece-washed shorn wool","2017","Annual value","220803"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Shorn wool, greasy, including fleece-washed shorn wool","2018","Annual value","327423"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Shorn wool, greasy, including fleece-washed shorn wool","2019","Annual value","267309"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Shorn wool, greasy, including fleece-washed shorn wool","2020","Annual value","86271"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Shorn wool, greasy, including fleece-washed shorn wool","2021","Annual value","71476"
"Producer Prices","Hungary","Producer Price (LCU/tonne)","Shorn wool, greasy, including fleece-washed shorn wool","2022","Annual value","91932"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","1991","Annual value","245400"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","1992","Annual value","246580"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","1993","Annual value","247000"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","1994","Annual value","265740"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","1995","Annual value","262000"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","1996","Annual value","250652"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","1997","Annual value","192558"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","1998","Annual value","190000"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","1999","Annual value","187000"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2000","Annual value","184000"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2001","Annual value","184000"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2002","Annual value","179000"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2003","Annual value","236000"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2004","Annual value","225000"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2005","Annual value","225000"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2006","Annual value","260000"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2007","Annual value","259250"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2008","Annual value","259250"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2009","Annual value","298240"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2010","Annual value","303740"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2011","Annual value","335200"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2012","Annual value","391370"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2013","Annual value","428291"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2014","Annual value","425813"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2015","Annual value","449048"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2016","Annual value","462520"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2017","Annual value","400218"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2018","Annual value","420000"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2019","Annual value","470300"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2020","Annual value","476100"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2021","Annual value","496600"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Hen eggs in shell, fresh","2022","Annual value","572065"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Horse meat, fresh or chilled","1998","Annual value","65705"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Horse meat, fresh or chilled","1999","Annual value","116480"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Horse meat, fresh or chilled","2000","Annual value","105000"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Horse meat, fresh or chilled","2001","Annual value","99600"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Horse meat, fresh or chilled","2002","Annual value","112670"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Horse meat, fresh or chilled","2003","Annual value","97640"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Horse meat, fresh or chilled","2004","Annual value","104750"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Horse meat, fresh or chilled","2005","Annual value","116380"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Horse meat, fresh or chilled","2006","Annual value","129450"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Horse meat, fresh or chilled","2007","Annual value","125580"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Horse meat, fresh or chilled","2008","Annual value","129740"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Horse meat, fresh or chilled","2012","Annual value","202000"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Horse meat, fresh or chilled","2013","Annual value","187860"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Horse meat, fresh or chilled","2014","Annual value","183600"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Horse meat, fresh or chilled","2015","Annual value","180990"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Horse meat, fresh or chilled","2016","Annual value","180990"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Horse meat, fresh or chilled","2017","Annual value","180990"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Horse meat, fresh or chilled","2018","Annual value","103550"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Horse meat, fresh or chilled","2019","Annual value","109301"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Horse meat, fresh or chilled","2020","Annual value","109301"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Horse meat, fresh or chilled","2021","Annual value","198323"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Horse meat, fresh or chilled","2022","Annual value","218854"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Meat of cattle with the bone, fresh or chilled","1998","Annual value","161035"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Meat of cattle with the bone, fresh or chilled","1999","Annual value","273440"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Meat of cattle with the bone, fresh or chilled","2000","Annual value","262290"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Meat of cattle with the bone, fresh or chilled","2001","Annual value","247750"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Meat of cattle with the bone, fresh or chilled","2002","Annual value","235280"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Meat of cattle with the bone, fresh or chilled","2003","Annual value","234630"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Meat of cattle with the bone, fresh or chilled","2004","Annual value","257620"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Meat of cattle with the bone, fresh or chilled","2005","Annual value","309020"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Meat of cattle with the bone, fresh or chilled","2006","Annual value","358000"
"Producer Prices","Iceland","Producer Price (LCU/tonne)","Meat of cattle with the bone, fresh or chilled","2007","Annual value","360000"
